abitualmente	ADV	Elencami tre azioni che compi abitualmente ogni giorno.	abitualmente	Nennen Sie mir drei Aktionen, die Sie normalerweise jeden Tag durchführen.	normalerweise	N/A	N/A	N/A		N/A	N/A	N/A	
commercio	NOM	Compro solo prodotti del commercio equo e solidale.	commercio	Ich kaufe nur Produkte aus fairem Handel.	Handel	L'inglese è utile nel commercio.	commercio	Englisch ist im Geschäftsleben nützlich.	Geschäft	Osaka è il centro del commercio in Giappone.	commercio	Osaka ist das Zentrum des Handels in Japan.	Handels
difficoltà	NOM	Ebbi grandi difficoltà all'inizio.	difficoltà	Ich hatte am Anfang große Schwierigkeiten.	Schwierigkeiten	Alcuni bambini imparano le lingue facilmente e altri con difficoltà.	difficoltà	Einige Kinder lernen mit Leichtigkeit Sprachen und andere mit Schwierigkeiten.	Schwierigkeiten	Sono arrivato in Italia senza difficoltà.	difficoltà	Ohne Schwierigkeiten bin ich in Italien angekommen.	Schwierigkeiten
conseguenza	NOM	La conseguenza di una traduzione errata a volte può essere catastrofica.	conseguenza	Die Folge einer falschen Übersetzung kann manchmal katastrophal sein.	Folge	La conseguenza è stata che ha perso il suo posto di lavoro.	conseguenza	Die Folge war, dass sie ihren Job verlor.	Folge	Ci sono solo poche conseguenze alla chiusura della mensa.	conseguenze	Die Schließung der Mensa wird nur wenige Auswirkungen haben.	Auswirkungen
facilmente	ADV	Voi siete distratte facilmente.	facilmente	Du lässt dich leicht ablenken.	leicht	Un piccolo fuoco boschivo può facilmente espandersi e diventare presto un grande incendio.	facilmente	Ein kleiner Waldbrand kann sich leicht ausbreiten und schnell ein großer Flächenbrand werden.	leicht	Ci si ammala facilmente in un clima come quello.	facilmente	Man wird leicht krank in einem Klima wie diesem.	leicht
esibizione	NOM	L'ultima esibizione del famoso pianista è stata un grande successo di pubblico.	esibizione	Der letzte Auftritt des berühmten Pianisten war ein großer Publikumserfolg.	Auftritt	N/A	N/A	N/A		N/A	N/A	N/A	
panna	NOM	Il latticello è il sottoprodotto della trasformazione in burro della panna.	panna	Die Buttermilch ist das Nebenprodukt der Herstellung von Butter aus Schlagsahne.	sahne	Sulla torta di fragole ci vuole sempre la panna montata.	panna	Erbeerkuchen gibt es immer mit Sahne.	Sahne	N/A	N/A	N/A	
ariete	NOM	Io sono del segno zodiacale dell'Ariete e con un Capricorno non ho niente in comune!	Ariete	Ich bin im Sternzeichen Widder und mit einem Steinbock habe ich nichts gemeinsam!	Widder	N/A	N/A	N/A		N/A	N/A	N/A	
condizionare	VER	E' difficile per i genitori non condizionare le scelte dei figli.	condizionare	Für Eltern ist es schwer, die Entscheidungen ihrer Kinder nicht zu beeinflussen.	beeinflussen	N/A	N/A	N/A		N/A	N/A	N/A	
interazione	NOM	L'apprendimento cooperativo è un apprendimento in piccoli gruppi, in cui le interazioni sono strutturate secondo direttive accuratamente ponderate.	interazioni	Kooperatives Lernen ist Lernen in kleinen Gruppen, in denen Interaktionen nach genau durchdachten Richtlinien strukturiert sind.	Interaktionen	N/A	N/A	N/A		N/A	N/A	N/A	
prenotazione	NOM	Noi abbiamo confermato le prenotazioni dell'albergo per telefono.	prenotazioni	Wir haben die Hotelreservierung telefonisch bestätigt.	reservierung	Ho cancellato la mia prenotazione all'hotel.	prenotazione	Ich stornierte meine Hotelreservation.	reservation	Possono salire a bordo solo i passeggeri con prenotazione.	prenotazione	Zusteigen nur für Fahrgäste mit Reservierung.	Reservierung
reale	ADJ	Questa storia è basata su eventi reali.	reali	Diese Geschichte beruht auf wahren Begebenheiten.	wahren	Una bassa autostima risulta da una discrepanza tra il sé reale e il sé ideale.	reale	Eine geringe Selbstachtung ergibt sich aus einer Diskrepanz zwischen dem realen Selbst und dem idealen Selbst.	realen	È molto difficile essere un eroe nella vita reale.	reale	Es ist schwierig, im echten Leben ein Held zu sein.	echten
sovrappensiero	NOM	Si è distratti se si è sovrappensiero.	sovrappensiero	Man ist abgelenkt, wenn man in Gedanken versunken ist.	Gedanken	N/A	N/A	N/A		N/A	N/A	N/A	
prelibatezza	NOM	Che bontà, che prelibatezza tutti questi aperitivi con il tofu!	prelibatezza	Welche Güte, was für eine Delikatesse all diese Vorspeisen mit Tofu!	Delikatesse	N/A	N/A	N/A		N/A	N/A	N/A	
amicizia	NOM	Una vera amicizia vale più del denaro.	amicizia	Echte Freundschaft ist mehr wert als Geld.	Freundschaft	Non provo solamente amicizia per te. Provo di più. Da quando ti conosco, sono innamorato di te.	amicizia	Ich fühle nicht nur Freundschaft für dich. Ich fühle mehr. Seit ich dich kenne, bin ich in dich verliebt.	Freundschaft	L'amicizia è la connessione delle anime.	amicizia	Freundschaft ist die Verbindung der Seelen.	Freunschaft
finalmente	ADV	Arriva finalmente la primavera!	finalmente	Endlich ist der Frühling da!	Endlich	Finalmente una buona notizia!	Finalmente	Das ist endlich mal eine gute Nachricht!	endlich	Domani finalmente mia moglie viene in Italia!	finalmente	Morgen, endlich, kommt meine Frau nach Italien.	endlich
cerca	NOM	L'uccello era in cerca di vermi.	cerca	Der Vogel war auf der Suche nach Würmern.	Suche	Gulliver viaggiava in cerca di avventura.	cerca	Gulliver trat seine Reise auf der Suche nach einem Abenteuer an.	Suche	Lui è venuto a Tokyo in cerca di un impiego.	cerca	Er kam auf Arbeitssuche nach Tokio.	suche
artistico	ADJ	Trovo belle le foto artistiche di Yamana.	artistiche	Die künstlerischen Fotos von Yamana finde ich schön.	künstlerischen	John Cobbley è il direttore artistico e musicale del Covent Garden.	artistico	John Cobbley ist der künstlerische Direktor von Covent Garden.	künstlerische	Ho sempre desiderato avere un talento artistico.	artistico	Ich wollte immer künstlerisches Talent haben.	künstlerisches
docente	NOM	Dal 1906 Madame Curie diventò docente di Fisica Generale alla Sorbona.	docente	Im Jahr 1906 wurde Marie Curie Physikprofessorin an der Sorbonne.	professorin	N/A	N/A	N/A		N/A	N/A	N/A	
mortale	ADJ	È una forma mortale di avvelenamento da cibo. 	mortale	Es ist eine tödliche Form der Lebensmittelvergiftung.	tödliche	Godzilla si prepara al combattimento mortale.	mortale	Godzilla breitet sich auf die tödliche Schlacht vor.	tödliche	Finché esistevamo, eravamo una minaccia mortale per loro.	mortale	So lange wir existierten, waren wir eine tödliche Bedrohung.	tödliche
bordo	NOM	Ho messo l'uccellino in una gabbietta sul bordo della finestra.	bordo	In einem kleinen Käfig setzte ich das Vögelchen auf den Fensterrand.	rand	Il nostro hotel è a bordo mare.	bordo	Unser Hotel grenzt an die Meeresküste.	küste	Il bagnino è a bordo piscina.	bordo	Der Bademeister steht am Rand des Schwimmbeckens.	Rand
alternare	VER	Per completare questo quadro voglio alternare il colore rosso al blu.	alternare	Um dieses Gemälde zu vollenden, möchte ich die Farbe Rot mit Blau abwechseln.	abwechseln	N/A	N/A	N/A		N/A	N/A	N/A	
personalmente	ADV	Personalmente, trovo il gelato alla stracciatella una combinazione poco riuscita.	Personalmente	Ich persönlich finde Stracciatellaeis eine wenig gelungene Kombination.	persönlich	Il suicidio è un atto di vendetta contro se stessi, e io personalmente non ho nulla contro di me.	personalmente	Selbstmord ist ein Akt der Rache an sich selbst, und ich persönlich habe nichts gegen mich.	persönlich	Personalmente, non credo che faccia alcuna differenza chi vince le elezioni.	Personalmente	Ich persönlich glaube, dass es völlig egal ist, wer die Wahl gewinnt.	persönlich
sbagliato	ADJ	Anche un bambino sa distinguere il giusto dallo sbagliato.	sbagliato	Selbst ein Kind kann nicht richtig von falsch unterscheiden.	falsch	Non c'è una risposta giusta, né una sbagliata.	sbagliata	Es gibt keine richtige Antwort und ebensowenig eine falsche.	falsche	Fai una croce su tutte le risposte sbagliate.	sbagliate	Kreuze alle falschen Antworten an.	falschen
semplice	ADJ	Non esistono lingue difficili o semplici, ci sono solo delle lingue belle.	semplici	Es gibt keine schwierigen oder einfachen Sprachen, es gibt nur schöne Sprachen.	einfachen	Preparare il burro è molto più semplice di quanto possa sembrare.	semplice	Butter herzustellen, ist viel einfacher, als es scheinen mag.	einfacher	Fornisce spiegazioni semplici e facilmente comprensibili.	semplici	Er gibt einfache, leicht verständliche Erklärungen.	einfache
cliente	NOM	Il suo negozio è sempre pieno di clienti.	clienti	Sein Laden ist immer voller Kunden.	Kunden	Il cliente non ha sempre ragione.	cliente	Der Kunde hat nicht immer recht.	Kunde	A che serve un'impresa senza clienti?	clienti	Wem nützt eine Firma ohne Kunden?	Kunden
corte	NOM	Questo é Sir Lancillotto della corte di Camelot, potente e prode cavaliere.	corte	Dies ist Herr Lancelot vom Hof Camelot, ein tapferer und einflussreicher Ritter.	Hof	Son la più nobile dama di corte, seconda solo alla regina.	corte	Ich bin die vornehmste Dame am Hof, nur die Königin übertrifft mich.	Hof	Lui è il nuovo giullare di corte.	corte	Er ist der neue Hofnarr	Hof
fissare	VER	È tardi per fissare una tariffa, signor Hammer.	fissare	Es ist zu spät, um einen Tarif festzulegen, Mr. Hammer.	festzulegen	La consegna è fissata per domani.	fissata	Die Lieferung ist auf morgen festgesetzt.	festgesetzt	N/A	N/A	N/A	
comunicare	VER	Maria comunica in maniera chiara e decisa le sue idee.	comunica	Maria kommuniziert ihre Ideen klar und deutlich.	kommunizieren	Sorridiamo perché siamo felici o per comunicare agli altri che siamo felici?	comunicare	Lächeln wir weil wir glücklich sind oder um den anderen mitzuteilen, dass wir glücklich sind?	mitzuteilen	Il risultato delle elezioni sarà comunicato domani.	comunicato	Das Ergebnis der Wahl wird morgen bekanntgegeben.	bekanntgegeben
impiegare	VER	Impiega dieci ore per vestirsi.	Impiega	Er braucht zehn Stunden, um sich anzuziehen.	braucht	La distanza Terra-Luna è 384 000 km, quanto tempo impiega un raggio di luce a percorrere tale distanza?	impiega	Die Entfernung zwischen Erde und Mond beträgt dreihundertvierundachtzigtausend Kilometer. Wie lange braucht ein Lichtstrahl, um diese Distanz zu überwinden?	braucht	Potremmo tutti impiegare questo tempo molto meglio.	impiegare	Wir alle können diese Zeit viel besser nutzen	nutzen
coperto	ADJ	Devi tenerlo coperto altrimenti si inumidisce.	coperto	Sie müssen es bedeckt halten, sonst wird es nass.	bedeckt	Il viso era coperto da un pesante cappuccio.	coperto	Das Gesicht war von einer schweren Kapuze bedeckt.	bedeckt	Venere era chiaramente coperto da uno strato di nubi.	coperto	Die Venus war offenbar von einer Wolkenschicht bedeckt.	bedeckt
severo	ADJ	Era severo con i suoi figli.	severo	Er war streng zu seinen Kindern.	streng	È molto severo con le persone pigre.	severo	Er ist gegenüber faulen Menschen sehr streng.	streng	Rimpiango di essere stato forse troppo severo con mia figlia.	severo	Ich bedauere, dass ich etwas zu streng zu meiner Tochter war.	streng
caratteristica	NOM	Il Paese ha come caratteristica principale la sua grandezza.	caratteristica	Das prägendste Merkmal des Landes ist seine Größe.	Merkmal	La caratteristica più importante di tutti i giochi è che tutti hanno regole.	caratteristica	Das wichtigste Kennzeichen aller Spiele ist, dass sie alle Regeln haben.	Kennzeichen	La capacità di lavorare duro è una caratteristica ammirevole, ma la capacità di rilassarsi non è meno importante.	caratteristica	Die Fähigkeit, hart zu arbeiten, ist eine bewundernswerte Eigenschaft, aber die Fähigkeit, sich zu entspannen, ist genauso wichtig.	Eigenschaft
sottovalutare	VER	In Germania la mafia italiana è sottovalutata.	sottovalutata	In Deutschland wird die italienische Mafia unterschätzt.	unterschätzt	La scelta è tua ma ti avverto, non sottovalutare i miei poteri.	sottovalutare	Du hast die Wahl, aber ich warne dich: Unterschätze niemals meine Kräfte.	Unterschätze	Non sottovalutare te stesso, capito?	sottovalutare	Unterschätze nicht dich selbst, verstanden?	Unterschätze
legato	ADJ	Non ho mai voluto essere legato a niente e nessuno, in vita mia.	legato	Ich wollte mich noch nie an etwas oder jemanden gebunden sein.	gebunden	Sono molto legato a lui, troppo, ho paura.	legato	Ich bin sehr an ihn gebunden, zu sehr, fürchte ich.	gebunden	Tu, forse, non ci crederai ma era molto legato a tua madre.	legato	Du wirst es vielleicht nicht glauben, aber er war deiner Mutter sehr verbunden.	verbunden
liceo	NOM	Mi sarebbe piaciuto partire all'estero durante il liceo, ma i miei genitori non hanno voluto.	liceo	Ich wäre gerne während dem Gymnasium ins Ausland gegangen, aber meine Eltern wollten das nicht.	Gymnasium	Quasi tutti quelli che conosco sono ancora al liceo.	liceo	Die meisten, die ich kenne, sind immer noch auf dem Gymnasium	Gymnasium	Dopo le vacanze tu andrai in un liceo tedesco.	liceo	Nach den Ferien wirst du an eine deutsches Gymnasium gehen.	Gymnasium
stabilire	VER	Dopo anni di viaggi in tutte le parti del mondo, Nick decise di stabilirsi in Namibia.	stabilirsi	Nach Jahren des Reisens durch die ganze Welt beschloss Nick, sich in Namibia niederzulassen.	niederzulassen	N/A	N/A	N/A		N/A	N/A	N/A	
risultare	VER	Ciò che ha detto risultò essere vero.	risultò	Was er sagte, erwies sich als wahr.	erwies	La profezia risultò sbagliata soltanto in un singolo dettaglio.	risultò	Mrs. Fosters prophetische Rede erwies sich nur in einem Punkt falsch.	erwies	Dai documenti risulta che avete preso la cittadinanza svizzera.	risulta	Aus den Dokumenten hat sich herausgestellt, dass Sie alle Bürger der Schweiz sind.	herausgestellt
abitudine	NOM	Scrivere in un diario è una buona abitudine.	abitudine	Ein Tagebuch zu führen ist eine gute Angewohnheit.	Angewohnheit	Ha l'abitudine di mangiarsi le unghie.	abitudine	Sie hat die Angewohnheit, ihre Nägel zu kauen.	Angewohnheit	Ho creato l'abitudine di andare a letto molto tardi, troppo tardi.	abitudine	Ich habe die Angewohnheit entwickelt, spät ins Bett zu gehen, viel zu spät.	Angewohnheit
collaborazione	NOM	E questo prova, senza dubbio i vantaggi di una collaborazione tra i nostri due paesi.	collaborazione	Und das beweist zweifellos die Vorteile einer Zusammenarbeit zwischen Ihrem Land und meinem.	Zusammenarbeit	Con la vostra collaborazione li ritroveremo presto!	collaborazione	Mit Ihrer Zusammenarbeit werden wir sie bald wieder finden!	Zusammenarbeit	Dodici anni di collaborazione non significano nulla per te?	collaborazione	Zwölf Jahre Zusammenarbeit bedeuten dir nichts?	Zusammenarbeit
colle	NOM	In un paesino ci sono resti di un antico castello medievale arroccato sul colle e molto panoramico.	colle	In einem kleinen Dorf gibt es die Überreste einer alten mittelalterlichen Burg, die auf dem Hügel thront und landschaftlich sehr reizvoll ist.	Hügel	N/A	N/A	N/A		N/A	N/A	N/A	
perfetto	ADJ	Queste colline sono perfette per un’escursione a cavallo.	perfette	Diese Hügel sind ideal für einen Ausritt.	ideal	Vivere in un mondo perfetto è solo un'utopia.	perfetto	In einer vollkommenen Welt zu leben ist nur eine Utopie.	vollkommenen	Semplice, logico e perfetto. Conosci un sistema migliore?	perfetto	Einfach, logisch und perfekt. Kennst du eine besseres System?	perfekt
pensionato	NOM	Nonostante sia un pensionato, zio Pino ha la forza di un giovanotto!	pensionato	Obwohl er Rentner ist, hat Onkel Pino die Kraft eines jungen Mannes!	Rentner	N/A	N/A	N/A		N/A	N/A	N/A	
apertura	NOM	L'apertura domenicale dei negozi è a vantaggio di chi lavora tutta la settimana.	apertura	Die Sonntagsöffnung der Geschäfte kommt denjenigen zugute, die die ganze Woche arbeiten.	öffnung	N/A	N/A	N/A		N/A	N/A	N/A	
rischio	NOM	Per farlo, bisogna correre dei rischi.	rischi	Um das zu tun, musst du Risiken eingehen.	Risiken	Se cammini con il naso per aria c'è il rischio che tu cada.	rischio	Wenn du beim Gehen immer in die Luft schaust, trägst du das Risiko, hinzufallen	Risiko	Lui corse un rischio per salvare il bambino.	rischio	Er ging ein Risiko ein, um das Kind zu retten.	Risiko
riprendere	VER	Gli occhi del Voyager sono due videocamere che riprendono migliaia di immagini del sistema solare.	riprendono	Die Augen der Voyager Sonde sind 2 Fernsehkameras die Tausende von Bildern vom Sonnensystem aufnehmen.	aufnehmen	N/A	N/A	N/A		N/A	N/A	N/A	
cattiveria	NOM	La cattiveria contro gli stranieri aumentava sempre di più.	cattiveria	Die Bosheit gegenüber Ausländern nahm immer mehr zu.	Bosheit	Forza, dai sfogo a tutta la tua cattiveria.	cattiveria	Komm schon, lass all deine Boshaftigkeit raus.	Boshaftigkeit	È una cattiveria parlare così al povero papà di Pearl.	cattiveria	Es ist eine Frechheit, so mit Perles armem Daddy zu reden.	Frechheit
bocciare	VER	Ho un esame tra pochi minuti e verrò sicuramente bocciato.	bocciato	In ein paar Minuten habe ich eine Prüfung, und ich werde bestimmt durchfallen.	durchfallen	Farti bocciare non è un'opzione: supererai la maturità.	bocciare	Durchfallen ist keine Option, du wirst das Abitur bestehen.	Durchfallen	Lei vuole bocciare la candidata a tutti i costi, non e vero?	bocciare	Sie möchten wohl unbedingt erreichen, dass die Kandidatin durchfällt?	
decennio	NOM	Un decennio è composto da dieci anni.	decennio	Ein Jahrzehnt besteht aus zehn Jahren.	Jahrzehnt	N/A	N/A	N/A		N/A	N/A	N/A	
scivolo	NOM	Ogni pomeriggio porto Franceschino a giocare sullo scivolo.	scivolo	Jeden Nachmittag nehme ich Franceschino mit, um auf der Rutsche zu spielen.	Rutsche	N/A	N/A	N/A		N/A	N/A	N/A	
percorso	NOM	Una scarsa autostima può rappresentare un enorme ostacolo nel percorso verso i nostri obiettivi.	percorso	Ein geringes Selbstwertgefühl kann ein enormes Hindernis auf dem Weg zu unseren Zielen sein.	Weg	Questo percorso collega il punto A con il punto B.	percorso	Diese Route verbindet Punkt A mit Punkt B.	Route	Questo percorso ti porterà alla tua meta.	percorso	Dieser Weg führt dich zum Ziel.	Weg
psicologo	NOM	“Perché gli psichiatri e gli psicologi sono tutti pazzi?“ “Al fine di costruire una base di fiducia con te.“	psicologi	“Warum sind alle Psychiater und Psychologen verrückt?“ “Um eine Vertrauensbasis mit dir aufzubauen.“	Psychologen	Tanta gente dovrebbe andare dallo psicologo.	psicologo	Eine Menge Leute müssten zum Psychologen gehen.	Psychologen	Per migliorarci, ci facevano fare riunioni con lo psicologo.	psicologo	Um bessere Leute zu werden, mussten wir zu einem Psychologen.	Psychologen
grigliata	NOM	La prossima volta che uccidiamo un maiale facciamo una grigliata.	grigliata	Wenn wir das nächste Mal ein Schwein erlegen, machen wir ein Grillfest.	Grillfest	N/A	N/A	N/A		N/A	N/A	N/A	
discutere	VER	Negli ultimi mesi i media hanno discusso un solo argomento: la crisi economica.	discusso	In den letzten Monaten haben die Medien nur ein Thema diskutiert: die Wirtschaftskrise.	diskutiert	Entrambi i leader hanno discusso al telefono la situazione in Ucraina orientale.	discusso	Beide Staatsoberhäupter diskutierten am Telefon die Lage im Osten der Ukraine.	diskutierten	Penso che sia arrivato il momento che lei discuta il problema con il capo.	discuta	Ich glaube, es ist Zeit, dass sie das Problem mit dem Chef diskutiert.	diskutiert
sfruttare	VER	Dobbiamo sfruttare ogni minuto.	sfruttare	Wir müssen jede Minute ausnutzen.	ausnutzen	Loro hanno sfruttato a lungo le risorse naturali.	sfruttato	Sie haben lange Zeit natürliche Resourcen ausgebeutet.	ausgebeutet	Le assicuro che non voglio affatto sfruttare la sua posizione infelice.	sfruttare	Ich versichere Ihnen, ich will Ihre Situation nicht ausnutzen.	ausnutzen
unico	ADJ	L'unico giorno libero che ho lo volevo passare in piscina e invece è brutto tempo.	unico	An dem einzigen freien Tag, den ich im Schwimmbad verbringen wollte, herrscht hingegen schlechtes Wetter.	einzigen	Il pollo è l'unico animale che si può mangiare prima che nasca e dopo che è morto.	unico	Das Huhn ist das einzige Tier, das man vor der Geburt und nach seinem Tod essen kann.	einzige	Questa è l'unica frase in tedesco che io conosca.	unica	Das ist der einzige deutsche Satz, den ich kenne.	einzige
colpire	VER	La crisi ha colpito direttamente il nostro paese.	colpito	Die Krise betraf unmittelbar unser Land.	betraf	La pioggia colpisce i vetri delle finestre.	colpisce	Der Regen schlägt an die Fensterscheiben.	schlägt	Lui fu davvero colpito dal suo sguardo e dalla sua voce.	colpito	Er war wirklich von ihrem Blick und ihrer Stimme beieindruckt.	beeindruckt
oggigiorno	ADV	Oggigiorno, violare la privacy è un reato, per cui conviene fare attenzione quando si trattano dati sensibili.	Oggigiorno	Heutzutage ist die Verletzung der Privatsphäre ein Verbrechen, seien Sie also vorsichtig im Umgang mit sensiblen Daten.	Heutzutage	N/A	N/A	N/A		N/A	N/A	N/A	
fa	ADV	Infine, come già annunciato un mese fa, la lettera è arrivata.	fa	Endlich ist der vor einem Monat angekündigte Brief eingetroffen.	vor	Nessuno sa quando è successo, ma certamente era molto tempo fa.	fa	Man weiß nicht, wann das geschah, aber es ist sicherlich lange her.	her	Quattro anni fa mi sono comprato questa bicicletta.	fa	Vor vier Jahren habe ich mir dieses Fahrrad gekauft.	Vor
fornire	VER	Molto spesso, ad aiutarti non sono le risposte che ti forniscono gli altri, ma le domande che poni a te stesso.	forniscono	Sehr oft helfen dir nicht die Antworten, die andere dir geben, sonder die Fragen, die du dir selbst stellst.	geben	Le api ci forniscono il miele.	forniscono	Bienen geben uns Honig.	geben	Il sole fornisce luce e calore.	fornisce	Die Sonne gibt Licht und Wärme.	gibt
bisognare	VER	Mi hanno insegnato che quando uno ha un problema bisogna utilizzare tutti i mezzi a disposizione.	bisogna	Mir wurde beigebracht, dass man, wenn man ein Problem hat, alle verfügbaren Mittel einsetzen muss.	muss	Non basta volere, bisogna anche fare.	bisogna	Es ist nicht genug, zu wollen, man muss es auch tun.	muss	Prima di star bene con gli altri, bisogna star bene con se stessi!	bisogna	Um mit anderen gut auszukommen, muss man erst einmal mit sich selbst gut auskommen.	muss
divertire	VER	Non mi sono divertita nemmeno per un minuto al party.	divertita	Ich habe mich nicht eine Minute amüsiert auf der Party.	amüsiert	Ho ancora tanto tempo per divertirmi.	divertirmi	Es bleibt mir noch so viel Zeit, um mich zu amüsieren.	amüsieren	Alzarsi presto e andar presto a dormire ti mantiene sano ma non ti fa divertire.	divertire	Früh aufstehen, früh ins Bett gehen, ist gesund, macht aber keinen Spaß.	macht Spaß
canile	NOM	Suggerisco di portare il cane al canile.	canile	Ich schlage vor, wir bringen den Hund ins Tierheim.	Tierheim	N/A	N/A	N/A		N/A	N/A	N/A	
purtroppo	ADV	Molti progetti, purtroppo, non vengono attuati perché la burocrazia è l‘ostacolo.	purtroppo	Viele Projekte werden leider deshalb nicht umgesetzt, weil die Bürokratie das Hindernis ist.	leider	Purtroppo il mondo è pieno di idioti.	Purtroppo	Leider ist die Welt voller Idioten.	Leider	Purtroppo non guadagno soldi.	Purtroppo	Leider verdiene ich kein Geld.	Leider
marciapiede	NOM	Dopo la pioggia i marciapiedi sono coperti da foglie cadute.	marciapiedi	Nach dem Regen sind die Gehwege mit Laub bedeckt.	Gehwege	Io ero in macchina e lui sul marciapiede.	marciapiede	Ich war im Auto und er war auf dem Gehweg.	Gehweg	Stai guidando sul marciapiede!	marciapiede	Du fährst auf dem Gehweg!	Gehweg
sostanza	NOM	Acqua e sali minerali sono sostanze inorganiche.	sostanze	Wasser und Mineralsalze sind anorganische Substanzen.	Substanzen	Tutti sanno che questa sostanza chimica è dannosa per l'uomo.	sostanza	Jeder weiß, dass diese chemikalische Substanz schädlich für den Menschen ist.	Substanz	Può identificare la sostanza contenuta in questo barattolo?	sostanza	Können Sie die Substanz in diesem Gefäß identifizieren?	Substanz
artista	NOM	È forse il più noto artista contemporaneo.	artista	Er ist vielleicht der bekannteste zeitgenössische Künstler.	Künstler	Durante il Rinascimento, gli artisti dipendevano dai mecenati per il denaro.	artisti	Während der Renaissance waren Künstler auf Gönner als Geldgeber angewiesen.	Künstler	Maria è probabilmente l'artista più talentuosa della Germania.	artista	Maria ist womöglich die talentierteste Künstlerin Deutschlands.	Künstlerin
superiore	ADJ	Le scimmie sono superiori ai cani in quanto a intelligenza.	superiori	Affen sind Hunde in puncto Intelligenz überlegen.	überlegen	La temperatura interna di Giove è tre volte superiore alla temperatura del nucleo terrestre.	superiore	Die Kerntemperatur des Jupiter ist drei mal höher als der Erdkerntemperatur.	höher	Il suo punteggio è di poco superiore a quello del signor Crusher.	superiore	Seine Zahlen waren ein bisschen höher besser als die von Mr Crusher.	höher
invenzione	NOM	Il cellulare è un'invenzione senza cui non possiamo vivere.	invenzione	Das Mobiltelefon ist eine Erfindung, ohne die wir nicht leben können.	Erfindung	Avete già visto la nuova invenzione di Tom?	invenzione	Habt ihr schon Toms neueste Erfindung gesehen?	Erfindung	La radio è una grande invenzione.	invenzione	Das Radio ist eine großartige Erfindung.	Erfindung
derubare	VER	Perdesse il lavoro, si metterebbe a derubare la gente per strada?	derubare	Wenn er etwa seinen Job verlöre, würde er Leute auf der Straße überfallen?	überfallen	Si pensa sempre che ci siano i ladri in agguato che ci vogliono derubare.	derubare	Man denkt immer, es gibt überall Diebe, die uns bestehlen wollen.	bestehlen	Hanno già cercato di derubare mia madre.	derubare	Sie haben schon versucht meine Mutter zu bestehlen.	bestehlen
conclusione	NOM	È l'unica conclusione possibile.	conclusione	Es ist die einzig mögliche Schlussfolgerung.	Schlussfolgerung	Possiamo discutere ore senza arrivare ad una conclusione.	conclusione	Darüber könnten wir lange diskutieren, ohne zu einer Schlussfolgerung zu gelangen.	Schlussfolgerung	La mia indagine ha portato ad una conclusione stupefacente!	conclusione	Während meiner Untersuchungen kam ich zu einem verblüffenden Schluss.	Schuss
requisito	NOM	Ha ogni sorta di requisito per diventare un buon medico.	requisito	Sie haben alle möglichen Voraussetzungen, um ein guter Arzt zu sein.	Voraussetzungen	N/A	N/A	N/A		N/A	N/A	N/A	
ammalare	VER	Ci si ammala facilmente in un clima come quello.	ammala	Man erkrankt leicht in einem Klima wie diesem.	erkrankt	Non poté andare alla festa, perché era ammalato.	ammalato	Er konnte nicht auf die Party gehen, weil er erkrankt war.	erkrankt	Ha lavorato così duramente che alla fine si è ammalato.	ammalato	Er hat so hart gearbeitet, dass er schließlich erkrank.	erkrank
pianista	NOM	Il signore è un pianista molto famoso.	pianista	Der Herr ist ein sehr bekannter Pianist.	Pianist	Sono il pianista che ha suonato per lei poco fa.	pianista	Ich bin der Pianist, der vor kurzem für Sie gespielt hat.	Pianist	Ma adesso tu sei un pianista celebre.	pianista	Aber jetzt bist du ein berühmter Pianist.	Pianist
scottare	VER	Se non ti vuoi scottare per prendere la pentola, metti i guanti di stoffa.	scottare	Wenn Sie sich nicht verbrennen wollen, um den Topf zu bekommen, ziehen Sie Stoffhandschuhe an.	verbrennen	N/A	N/A	N/A		N/A	N/A	N/A	
tariffa	NOM	La mia tariffa è $25 al giorno più le spese.	tariffa	Mein Tarif ist $25 täglich plus Spesen.	Tarif	Più tempo passa, più alta diventa la tariffa.	tariffa	Je mehr Zeit vergeht, desto höher wird der Tarif.	Tarif	A lui fanno pagare doppia tariffa.	tariffa	Der hätte den doppelten Preis gezahlt.	Preis
legame	NOM	Tu e David avete vissuto 3 anni assieme e tra voi esiste un legame forte.	legame	Du und David, ihr habt drei Jahre zusammengewohnt und zwischen euch gibt es eine starke Verbindung.	Verbindung	Loro avevano un legame molto romantico.	legame	Sie hatten eine sehr romantische Verbindung.	Verbindung	Interromperò ogni legame fra noi due.	legame	Ich werde jede Verbindung zwischen uns abbrechen.	Verbindung
probabilità	NOM	Chi vive con i fumatori ha il 62% di probabilità di avere il cancro.	probabilità	Jemand, der mit Rauchern zusammenlebt hat eine 62% Wahrscheinlichkeit, Krebs zu bekommen.	Wahrscheinlichkeit	Ci sono poche probabilità che io sia il padre.	probabilità	Es besteht nur eine geringe Wahrscheinlichkeit, dass ich der Vater bin.	Wahrscheinlichkeit	Ci sono nove probabilità su dieci che sia lui.	probabilità	Die Chancen stehen 9:10, dass er es ist.	Chancen
